id,url,title,domain,category,resource_type,topics,author,github_repository,image,icon,first_seen,last_seen
L00920,https://cloud.google.com/blog/products/data-analytics/how-the-open-knowledge-format-can-improve-data-sharing,How the Open Knowledge Format can improve data sharing | Google Cloud Blog,cloud.google.com,Articles & announcements,Article or announcement,Agent memory & knowledge; Cloud & infrastructure; Data & databases,,,https://storage.googleapis.com/gweb-cloudblog-publish/images/09_-_Data_Analytics_tFH57V6.max-2600x2600.jpg,https://www.gstatic.com/cgc/supercloud_favicon.ico,2026-06-16T02:09:04Z,2026-06-16T02:09:04Z
L00921,https://github.com/GoogleCloudPlatform/knowledge-catalog/blob/main/okf/SPEC.md,SPEC.md,github.com,Code & repositories,Source file,Agent memory & knowledge,GoogleCloudPlatform,GoogleCloudPlatform/knowledge-catalog,,,2026-06-16T02:10:03Z,2026-06-16T02:10:03Z
L00922,https://x.com/marie_haynes/status/2065531158356717721,Marie Haynes (@Marie_Haynes) on X,x.com,Social media & discussions,Social post,,Marie_Haynes,,https://pbs.twimg.com/media/HKo776pWQAMLQZ_.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:10:09Z,2026-06-16T02:10:09Z
L00923,https://x.com/googlecloud/status/2048447013985865914,Google Cloud (@googlecloud) on X,x.com,Social media & discussions,Social post,,googlecloud,,https://pbs.twimg.com/media/HGzoUvbW0AA41qJ.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:10:23Z,2026-06-16T02:10:23Z
L00924,https://x.com/hilashmuel/status/2065684864544747690,Hila Shmuel (@HilaShmuel) on X,x.com,Social media & discussions,Social post,,HilaShmuel,,https://jf.x.com/images/media-preview/2065684864544747690,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:10:58Z,2026-06-16T02:10:58Z
L00925,https://x.com/deepfates/status/2065721724277280883,:performing_arts: (@deepfates) on X,x.com,Social media & discussions,Social post,,deepfates,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:11:27Z,2026-06-16T02:11:27Z
L00926,https://x.com/jli_design/status/2065777028444373327,JL (@jli_design) on X,x.com,Social media & discussions,Social post,,jli_design,,https://jf.x.com/images/media-preview/2065777028444373327,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:11:38Z,2026-06-16T02:11:38Z
L00927,https://skyvalley.ac/,Sky Valley Ambient Computing,skyvalley.ac,Websites & products,Homepage,,,,https://skyvalley.ac/ogimagesv.png,https://skyvalley.ac/apple-touch-icon.png,2026-06-16T02:12:07Z,2026-06-16T02:12:07Z
L00928,https://getdiffer.com/,Differ - Adaptive Software,getdiffer.com,Websites & products,Homepage,,,,https://getdiffer.com/og-image.jpg,https://getdiffer.com/apple-icon.png?apple-icon.0-d9vb8tqn4er.png?dpl=dpl_EXnndYtE1C9r4Mv6PHuuoZ2jjcJN,2026-06-16T02:12:16Z,2026-06-16T02:12:16Z
L00929,https://x.com/john_k/status/2044821803302846536,John Kessler (@john_k) on X,x.com,Social media & discussions,Social post,,john_k,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:13:18Z,2026-06-16T02:13:18Z
L00930,https://x.com/sawyerhood/status/2066574245485031635,Sawyer Hood (@sawyerhood) on X,x.com,Social media & discussions,Social post,,sawyerhood,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:13:50Z,2026-06-16T02:13:50Z
L00931,https://x.com/sidpalas/status/2066521471430574162,Sid Palas (@sidpalas) on X,x.com,Social media & discussions,Social post,,sidpalas,,https://pbs.twimg.com/media/HK3CPCyXsAAuMzX.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-16T02:14:09Z,2026-06-16T02:14:09Z
L00932,https://the-main-thread.com/p/coding-agents-change-budget,How to Keep Coding Agents From Changing Too Much Code,the-main-thread.com,Articles & announcements,Article or announcement,AI coding & software development; AI agents & automation,,,"https://substackcdn.com/image/fetch/$s_!eyOc!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fd052aaff-e9c1-4272-80e0-0bfaa52e9c41_1731x909.png","https://substackcdn.com/image/fetch/%24s_!L2Dw!,f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Ff7e628b0-e222-4a93-bd60-ff7332dfde7b%2Fapple-touch-icon-57x57.png",2026-06-16T08:51:17Z,2026-06-16T08:51:17Z
L00933,https://martinfowler.com/articles/reliable-llm-bayer.html,Building Reliable Agentic AI Systems,martinfowler.com,Articles & announcements,Article or announcement,AI agents & automation; AI models & research,,,https://martinfowler.com/articles/reliable-llm-bayer/card.png,https://martinfowler.com/favicon.ico,2026-06-17T13:39:38Z,2026-06-17T13:39:38Z
L00934,https://x.com/eng_khairallah1/status/2066437136354545981,Khairallah AL-Awady (@eng_khairallah1) on X,x.com,Social media & discussions,Social post,,eng_khairallah1,,https://pbs.twimg.com/media/HKzP-lBWkAAYX7E.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:49:56Z,2026-06-25T23:49:56Z
L00935,https://kenneth.io/post/crazyideas-at-stripe,#crazyideas at Stripe | Kenneth Auchenberg,kenneth.io,Websites & products,Web page,,,,https://kenneth.io/_next/image?url=%2Fimages%2Fposts%2Fcrazyideas.png&w=1200&q=75,https://kenneth.io/favicon.ico,2026-06-25T23:50:21Z,2026-06-25T23:50:21Z
L00936,https://factory.ai/news/software-factory,Factory 2.0: From coding agents to software factories | Factory.ai,factory.ai,Articles & announcements,Article or announcement,AI coding & software development; AI agents & automation; AI models & research,,,https://factory.ai/news/software-factory/opengraph-image-rdpo9v?d8a58086091a633e,https://factory.ai/favicon.ico,2026-06-25T23:52:18Z,2026-06-25T23:52:18Z
L00937,https://x.com/factoryai/status/2066588050617249904,Factory (@FactoryAI) on X,x.com,Social media & discussions,Social post,,FactoryAI,,https://jf.x.com/images/media-preview/2066588050617249904,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:52:36Z,2026-06-25T23:52:36Z
L00938,https://x.com/matansf/status/2066578088184680920,Matan Grinberg (@matanSF) on X,x.com,Social media & discussions,Social post,,matanSF,,https://pbs.twimg.com/media/HK1XE4AbsAAa7Je.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:52:47Z,2026-06-25T23:52:47Z
L00939,https://x.com/utpalnadiger/status/2066719734650069141/photo/1,Utpal Nadiger (@utpalnadiger) on X,x.com,Social media & discussions,Social post,,utpalnadiger,,https://pbs.twimg.com/media/HK50_jTakAAyyZN.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:52:59Z,2026-06-25T23:52:59Z
L00940,https://beads.asupersync.com/,beads.asupersync.com,beads.asupersync.com,Websites & products,Homepage,,,,,,2026-06-25T23:53:17Z,2026-06-25T23:53:17Z
L00941,https://vercel.com/blog/introducing-eve,Introducing eve,vercel.com,Articles & announcements,Article or announcement,,,,https://assets.vercel.com/image/upload/contentful/image/e5382hct74si/yrQSmbh5sSvn4egFUkOoe/c4de567a788d6d84cd9be12e2d7cab77/Eve2.png,https://assets.vercel.com/image/upload/q_auto/front/favicon/vercel/apple-touch-icon-57x57.png,2026-06-25T23:53:31Z,2026-06-25T23:53:31Z
L00942,https://vercel.com/blog/introducing-vercel-connect,Introducing Vercel Connect,vercel.com,Articles & announcements,Article or announcement,,,,https://assets.vercel.com/image/upload/contentful/image/e5382hct74si/7ttKgK8BF0SiSytq6kVaQr/982e33b146aa383ccd73e6aa4ce03368/image_2_.png,https://assets.vercel.com/image/upload/q_auto/front/favicon/vercel/apple-touch-icon-57x57.png,2026-06-25T23:53:41Z,2026-06-25T23:53:41Z
L00943,https://cursor.com/origin,Cursor · Origin,cursor.com,Websites & products,Web page,AI coding & software development,,,https://ptht05hbb1ssoooe.public.blob.vercel-storage.com/assets/landing-pages/og-image.jpg,https://cursor.com/marketing-static/apple-touch-icon.png,2026-06-25T23:54:13Z,2026-06-25T23:54:13Z
L00944,https://github.com/strands-agents/shell,strands-agents/shell,github.com,Code & repositories,Repository,AI agents & automation,strands-agents,strands-agents/shell,,,2026-06-25T23:54:24Z,2026-06-25T23:54:24Z
L00945,https://x.com/per_simmons_/status/2067051453022363992,Pat Simmons (@per_simmons_) on X,x.com,Social media & discussions,Social post,,per_simmons_,,https://jf.x.com/images/media-preview/2067051453022363992,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:54:46Z,2026-06-25T23:54:46Z
L00946,https://depot.dev/blog/now-available-depot-ci-api,Now available: Depot CI API and CLI,depot.dev,Articles & announcements,Article or announcement,Developer tools,,,https://depot.dev/images/banner/now-available-depot-ci-api.png,https://depot.dev/images/apple-touch-icon.png,2026-06-25T23:55:00Z,2026-06-25T23:55:00Z
L00947,https://factory.ai/news/wiki,AutoWiki | Factory.ai,factory.ai,Articles & announcements,Article or announcement,AI models & research,,,https://factory.ai/news/wiki/opengraph-image-rdpo9v?d8a58086091a633e,https://factory.ai/favicon.ico,2026-06-25T23:55:45Z,2026-06-25T23:55:45Z
L00948,https://x.com/factoryai/status/2067325077700616459,Factory (@FactoryAI) on X,x.com,Social media & discussions,Social post,,FactoryAI,,https://jf.x.com/images/media-preview/2067325077700616459,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:55:53Z,2026-06-25T23:55:53Z
L00949,https://x.com/coreyganim/status/2067352081271271899,Corey Ganim (@coreyganim) on X,x.com,Social media & discussions,Social post,,coreyganim,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:56:59Z,2026-06-25T23:56:59Z
L00950,https://depot.dev/blog/now-available-macos-26-github-actions,Now available: macOS 26 for GitHub Actions runners,depot.dev,Articles & announcements,Article or announcement,,,,https://depot.dev/images/banner/banner-macos-26.png,https://depot.dev/images/apple-touch-icon.png,2026-06-25T23:57:26Z,2026-06-25T23:57:26Z
L00951,https://zread.ai/,zread.ai,zread.ai,Websites & products,Homepage,AI models & research,,,,,2026-06-25T23:57:40Z,2026-06-25T23:57:40Z
L00952,https://x.com/_dylanga/status/2067999346780524753,Dylan Garcia (@_dylanga) on X,x.com,Social media & discussions,Social post,,_dylanga,,https://pbs.twimg.com/media/HLMA_wOXoAEO8m9.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-25T23:57:50Z,2026-06-25T23:57:50Z
L00953,https://x.com/nathanflurry/status/2068082732916523297,Nathan Flurry :nut_and_bolt: (@NathanFlurry) on X,x.com,Social media & discussions,Social post,,NathanFlurry,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:03:15Z,2026-06-26T00:03:15Z
L00954,https://deerflow.tech/,DeerFlow,deerflow.tech,Websites & products,Homepage,,,,,https://deerflow.tech/favicon.ico,2026-06-26T00:04:42Z,2026-06-26T00:04:42Z
L00955,https://x.com/israfill/status/2068219717085782218,Isra (@israfill) on X,x.com,Social media & discussions,Social post,,israfill,,https://jf.x.com/images/media-preview/2068219717085782218,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:04:52Z,2026-06-26T00:04:52Z
L00956,https://ports-app.com/,Ports for macOS,ports-app.com,Websites & products,Homepage,,,,https://ports-mac-app.vercel.app/ports-og.jpg,https://www.ports-app.com/apple-touch-icon.png,2026-06-26T00:05:53Z,2026-07-27T16:52:51Z
L00957,https://github.com/m1ckc3s/claude-status-bar,m1ckc3s/claude-status-bar,github.com,Code & repositories,Repository,AI models & research,m1ckc3s,m1ckc3s/claude-status-bar,,,2026-06-26T00:06:13Z,2026-06-26T00:06:13Z
L00958,https://birdclaw.sh/,birdclaw — Local Twitter memory in SQLite,birdclaw.sh,Websites & products,Homepage,Agent memory & knowledge; Data & databases,,,https://birdclaw.sh/social-card.png,https://birdclaw.sh/favicon.ico,2026-06-26T00:07:02Z,2026-06-26T00:07:02Z
L00959,https://x.com/thdxr/status/2068664103917240757,dax (@thdxr) on X,x.com,Social media & discussions,Social post,,thdxr,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:07:51Z,2026-06-26T00:07:51Z
L00960,https://x.com/cjhandmer/status/2068927128134131878,Casey Handmer (@CJHandmer) on X,x.com,Social media & discussions,Social post,,CJHandmer,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:09:47Z,2026-06-26T00:09:47Z
L00961,https://github.com/SantanderAI,Santander AI Open Source,github.com,Code & repositories,GitHub profile or page,AI models & research,SantanderAI,,,,2026-06-26T00:10:17Z,2026-06-26T00:10:17Z
L00962,https://x.com/sytaylor/status/2068684111183495368,Simon Taylor (@sytaylor) on X,x.com,Social media & discussions,Social post,,sytaylor,,https://pbs.twimg.com/media/HLVxIJ3WcAArlkS.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:10:24Z,2026-06-26T00:10:24Z
L00963,https://shieldcn.dev/studio,shieldcn README Studio — Visual README Builder,shieldcn.dev,Websites & products,Web page,,,,https://shieldcn.dev/og.png,https://shieldcn.dev/apple-icon.png?apple-icon.16.b9dk_vjs_4.png,2026-06-26T00:10:36Z,2026-06-26T00:10:36Z
L00964,https://herdr.dev/plugins,Herdr plugins: community plugin marketplace,herdr.dev,Websites & products,Web page,,,,https://herdr.dev/assets/og-card-v8.png,https://herdr.dev/assets/logo.png,2026-06-26T00:10:50Z,2026-06-26T00:10:50Z
L00965,https://herdr.dev/,Herdr: one terminal for the whole herd,herdr.dev,Websites & products,Homepage,Developer tools,,,https://herdr.dev/assets/og-card-v8.png,https://herdr.dev/assets/logo.png,2026-06-26T00:11:01Z,2026-09-10T07:40:54Z
L00966,https://x.com/dan__marek/status/2069093069215961259,Dan Marek (@dan__marek) on X,x.com,Social media & discussions,Social post,,dan__marek,,https://jf.x.com/images/media-preview/2069093069215961259,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:12:22Z,2026-06-26T00:12:22Z
L00967,https://docs.aws.amazon.com/lambda/latest/dg/lambda-microvms-guide.html,AWS Lambda MicroVMs - AWS Lambda,docs.aws.amazon.com,Documentation & guides,Documentation,,,,,https://docs.aws.amazon.com/assets/images/favicon.ico,2026-06-26T00:12:42Z,2026-06-26T00:12:42Z
L00968,https://x.com/astuyve/status/2069220271915971015,AJ Stuyvenberg (@astuyve) on X,x.com,Social media & discussions,Social post,,astuyve,,https://pbs.twimg.com/media/HLdYiOTXMAAbqHu.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:12:52Z,2026-06-26T00:12:52Z
L00969,https://x.com/anuraggoel/status/2069218653137142074,Anurag Goel (@anuraggoel) on X,x.com,Social media & discussions,Social post,,anuraggoel,,https://pbs.twimg.com/media/HLdXQW0bEAArvoK.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:12:59Z,2026-06-26T00:12:59Z
L00970,https://hubble.md/,Hubble.md,hubble.md,Websites & products,Homepage,,,,https://hubble.md/og-image.png,,2026-06-26T00:13:13Z,2026-06-26T00:13:13Z
L00971,https://aside.com/,Aside | The browser built to do real work for you,aside.com,Websites & products,Homepage,,,,https://aside.com/opengraph-image.png?opengraph-image.38fgmx8v1trhk.png,https://aside.com/favicon.ico?favicon.0lpsp_yt1579-.ico,2026-06-26T00:14:28Z,2026-09-07T00:51:22Z
L00972,https://addyosmani.com/blog/new-sdlc-vibe-coding,The New Software Lifecycle,addyosmani.com,Articles & announcements,Article or announcement,AI coding & software development,,,https://addyosmani.com/assets/images/newsdlc-harness-anatomy-meta.jpg,https://addyosmani.com/assets/images/favicons/apple-touch-icon-57x57.png,2026-06-26T00:14:43Z,2026-06-26T00:14:43Z
L00973,https://x.com/robbietilton/status/2069120910397985253,Robbie Tilton (@robbietilton) on X,x.com,Social media & discussions,Social post,,robbietilton,,https://pbs.twimg.com/media/HLb8l2gaEAAVlE7.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:15:49Z,2026-06-26T00:15:49Z
L00974,https://moultano.wordpress.com/2026/06/19/where-to-find-the-colors-your-screen-cant-show-you,Where to Find the Colors Your Screen Can’t Show You,moultano.wordpress.com,Websites & products,Web page,,,,https://moultano.wordpress.com/wp-content/uploads/2026/06/rgb-wing.png,https://moultano.wordpress.com/wp-content/uploads/2023/09/jp-triangle-icon-1.png?w=180,2026-06-26T00:15:57Z,2026-06-26T00:15:57Z
L00975,https://feather.computer/,Feather,feather.computer,Websites & products,Homepage,,,,https://feather.computer/feather_logo.png,https://feather.computer/icon.png?a9923c33a214316c,2026-06-26T00:18:11Z,2026-06-26T00:18:11Z
L00976,https://fractal.trampoline.ai/,Fractal — the recursive language model CLI agent,fractal.trampoline.ai,Websites & products,Homepage,AI agents & automation; AI models & research; Developer tools,,,https://fractal.trampoline.ai/assets/logo.png,https://fractal.trampoline.ai/assets/logo.png,2026-06-26T00:19:08Z,2026-06-26T00:19:08Z
L00977,https://x.com/emile_rib22/status/2069761367607828555,Emile Riberdy (@emile_rib22) on X,x.com,Social media & discussions,Social post,,emile_rib22,,https://jf.x.com/images/media-preview/2069761367607828555,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:19:48Z,2026-06-26T00:19:48Z
L00978,https://x.com/ventali/status/2069515059420901479,Ventali (@Ventali) on X,x.com,Social media & discussions,Social post,,Ventali,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:20:06Z,2026-06-26T00:20:06Z
L00979,https://ilovecapitalism.shop/company/ibm,IBM Merchandise - I :hearts: Capitalism,ilovecapitalism.shop,Websites & products,Web page,,,,https://ilovecapitalism.shop/og/company/ibm.png?v=fc1c43d6,https://ilovecapitalism.shop/apple-touch-icon.png,2026-06-26T00:20:33Z,2026-06-26T00:20:33Z
L00980,https://sundial.md/,Sundial,sundial.md,Websites & products,Homepage,,,,https://framerusercontent.com/images/uGivG0qIngJ897blSKXGPKtbC0.png,https://framerusercontent.com/images/nvzkcaoFABus1ipY4yNlQD3pClI.png,2026-06-26T00:21:11Z,2026-06-26T00:21:11Z
L00981,https://x.com/belindmo/status/2069840897676812669,Belinda (@belindmo) on X,x.com,Social media & discussions,Social post,,belindmo,,https://jf.x.com/images/media-preview/2069840897676812669,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:21:23Z,2026-06-26T00:21:23Z
L00982,https://x.com/zachlloydtweets/status/2069789929073262945,Zach Lloyd (@zachlloydtweets) on X,x.com,Social media & discussions,Social post,,zachlloydtweets,,https://pbs.twimg.com/media/HLlAOzqWsAALNMS.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-06-26T00:21:35Z,2026-06-26T00:21:35Z
